sku	price	minimum-seller-allowed-price	maximum-seller-allowed-price	quantity	leadtime-to-ship
"B0039HIZOE"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B0039KUCZQ"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B0039LR6CM"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B0039MIPJE"	"59.99"	"49.99"	"69.99"	"1"	"5"
"B0039MIPN0"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B0039N87Q4"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B0039OA92I"	"49.99"	"39.99"	"59.99"	"0"	"5"
"B0039PUU08"	"59.99"	"49.99"	"69.99"	"1"	"5"
"B0039R8XF0"	"108.46"	"98.46"	"118.46"	"0"	"5"
"B0039RWKNG"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B0039VO738"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B0039VUAMK"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B0039WJ75K"	"79.90"	"69.90"	"89.90"	"0"	"5"
"B0039WLCO4"	"59.99"	"49.99"	"69.99"	"1"	"5"
"B0039X46J6"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B0039X4W5E"	"59.99"	"49.99"	"69.99"	"1"	"5"
"B0039X6KQS"	"69.99"	"59.99"	"79.99"	"0"	"5"
"B0039X7NG4"	"49.99"	"39.99"	"59.99"	"0"	"5"
"B0039XAXH0"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B0039XX8KO"	"72.94"	"62.94"	"82.94"	"1"	"5"
"B0039Y6JMC"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B0039Y6JXQ"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B0039Y6KJO"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B0039Y882G"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B0039Y8830"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B0039Y8AAQ"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B0039YAAKE"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B0039YAB8A"	"49.99"	"39.99"	"59.99"	"1"	"5"
