sku	price	minimum-seller-allowed-price	maximum-seller-allowed-price	quantity	leadtime-to-ship
"B00MJ6YBRG"	"49.99"	"39.99"	"59.99"	"0"	"5"
"B00MJ8ETLM"	"69.99"	"59.99"	"79.99"	"1"	"5"
"B00MJ8IY40"	"49.99"	"39.99"	"59.99"	"0"	"5"
"B00MJ8MEBY"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00MJ8MPFE"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00MJEUY56"	"49.99"	"39.99"	"59.99"	"0"	"5"
"B00MJEV16M"	"49.99"	"39.99"	"59.99"	"0"	"5"
"B00MJUO4A6"	"89.90"	"79.90"	"99.90"	"1"	"5"
"B00MJZ9QL8"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00MKCN8B4"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00MKTRN18"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00MMTTY3Q"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00MN6CWCS"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00MNY3J18"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00MNYJAK2"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00MORGQNW"	"99.98"	"89.98"	"109.98"	"0"	"5"
"B00MOTKM30"	"59.99"	"49.99"	"69.99"	"0"	"5"
"B00MOYHINC"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00MQDDIJY"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00MQKO6AM"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00MQZBTIE"	"49.99"	"39.99"	"59.99"	"0"	"5"
"B00MR98UWC"	"59.99"	"49.99"	"69.99"	"0"	"5"
"B00MR9C1OA"	"49.99"	"39.99"	"59.99"	"0"	"5"
"B00MR9EEYU"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00MR9GMW2"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00MR9JXRS"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00MRGNHZU"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00MRGODFI"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00MRGOK38"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00MRGOMZO"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00MRIYLF8"	"59.99"	"49.99"	"69.99"	"1"	"5"
"B00MRKLYK6"	"59.99"	"49.99"	"69.99"	"1"	"5"
"B00MRZYDYU"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00MTZ3P7E"	"74.98"	"64.98"	"84.98"	"0"	"5"
"B00MU162P4"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00MU2E66K"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00MV68OAY"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00MVKS6VC"	"49.99"	"39.99"	"59.99"	"0"	"5"
"B00MW0GYGU"	"59.99"	"49.99"	"69.99"	"1"	"5"
"B00MW7DMHW"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00MW7KF7C"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00MWVH7U6"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00MX6YDW0"	"49.99"	"39.99"	"59.99"	"0"	"5"
"B00MY56J5O"	"59.99"	"49.99"	"69.99"	"1"	"5"
"B00MYL7YSY"	"129.88"	"119.88"	"139.88"	"1"	"5"
"B00MYL7YXO"	"119.98"	"109.98"	"129.98"	"0"	"5"
"B00MYT5BU4"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00MYWGM04"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00MYWGMEU"	"153.16"	"143.16"	"163.16"	"1"	"5"
"B00MZ4OPOG"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00MZG037W"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00N095PM6"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00N0JCLD2"	"59.99"	"49.99"	"69.99"	"1"	"5"
"B00N1TH528"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00N24AZG0"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00N25748Q"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00N32TDQO"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00N33MSOC"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00N33MSSI"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00N33N1FM"	"59.99"	"49.99"	"69.99"	"1"	"5"
