sku	price	minimum-seller-allowed-price	maximum-seller-allowed-price	quantity	leadtime-to-ship
"B00ABB3HSA"	"69.99"	"59.99"	"79.99"	"1"	"5"
"B00ABB3IZ2"	"69.99"	"59.99"	"79.99"	"1"	"5"
"B00ABB3J10"	"59.99"	"49.99"	"69.99"	"1"	"5"
"B00ABB3K8M"	"59.99"	"49.99"	"69.99"	"1"	"5"
"B00ABEMKHQ"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00ACFAOXG"	"59.99"	"49.99"	"69.99"	"0"	"5"
"B00ACMCIR4"	"59.99"	"49.99"	"69.99"	"1"	"5"
"B00ACV36AS"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00ACXI43K"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00AD6QLYK"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00ADAH4HO"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00ADAHMU8"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00ADPM8I4"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00AE0FYP2"	"87.98"	"77.98"	"97.98"	"1"	"5"
"B00AEFISVY"	"107.94"	"97.94"	"117.94"	"0"	"5"
"B00AEHNY48"	"49.99"	"39.99"	"59.99"	"0"	"5"
"B00AEVEZVA"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00AF7KFW6"	"104.02"	"94.02"	"114.02"	"1"	"5"
"B00AFDHT3I"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00AFESZAS"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00AFU45ME"	"69.99"	"59.99"	"79.99"	"1"	"5"
"B00AFU6AHC"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00AFU6EVE"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00AFU6IOC"	"49.99"	"39.99"	"59.99"	"0"	"5"
"B00AFU6IT2"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00AFU6ITW"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00AGDP15K"	"94.76"	"84.76"	"104.76"	"1"	"5"
"B00AHFWSOE"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00AIF917K"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00AINDR36"	"165.90"	"155.90"	"175.90"	"0"	"5"
"B00AJ2RQTC"	"155.90"	"145.90"	"165.90"	"1"	"5"
"B00AJ9PZ1Q"	"49.99"	"39.99"	"59.99"	"0"	"5"
"B00AJECL40"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00AJF7OZ0"	"49.99"	"39.99"	"59.99"	"0"	"5"
"B00AJF7OZA"	"59.99"	"49.99"	"69.99"	"1"	"5"
"B00AK0M6DO"	"49.99"	"39.99"	"59.99"	"0"	"5"
"B00AK0M6HK"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00AK0M7S8"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00AKKKCJY"	"59.99"	"49.99"	"69.99"	"0"	"5"
"B00AKKP7B2"	"110.00"	"100.00"	"120.00"	"0"	"5"
"B00AKU5RNU"	"49.99"	"39.99"	"59.99"	"0"	"5"
"B00AKU5U6Y"	"49.99"	"39.99"	"59.99"	"0"	"5"
"B00AL5NC7C"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00ALI2T9Q"	"110.00"	"100.00"	"120.00"	"0"	"5"
"B00ALOT32Q"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00ALOT344"	"49.99"	"39.99"	"59.99"	"0"	"5"
"B00ALOT57O"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00AN57VFE"	"59.99"	"49.99"	"69.99"	"1"	"5"
"B00ANFKDO0"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00AO084YK"	"49.99"	"39.99"	"59.99"	"0"	"5"
"B00AO4CU8M"	"84.78"	"74.78"	"94.78"	"1"	"5"
"B00AOHDC5E"	"49.99"	"39.99"	"59.99"	"0"	"5"
"B00AOK320G"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00AOK331Y"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00AOTTSQY"	"69.99"	"59.99"	"79.99"	"1"	"5"
"B00APQGO1S"	"59.99"	"49.99"	"69.99"	"1"	"5"
"B00APZDAT8"	"59.99"	"49.99"	"69.99"	"1"	"5"
"B00AQ4U74O"	"135.90"	"125.90"	"145.90"	"1"	"5"
"B00ARB6JFM"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00ARCWQPI"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00ASO85BO"	"120.00"	"110.00"	"130.00"	"1"	"5"
"B00AT98Z2C"	"59.99"	"49.99"	"69.99"	"0"	"5"
"B00ATLEGDC"	"49.99"	"39.99"	"59.99"	"0"	"5"
"B00ATLEKJC"	"49.99"	"39.99"	"59.99"	"0"	"5"
"B00ATLEMFE"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00ATLENGC"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00ATLER6I"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00ATLEROA"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00ATLES7G"	"49.99"	"39.99"	"59.99"	"0"	"5"
"B00ATLET0W"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00ATMQ26A"	"49.99"	"39.99"	"59.99"	"0"	"5"
"B00AUKM4NG"	"59.99"	"49.99"	"69.99"	"1"	"5"
"B00AVAYV7C"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00AVUFWBQ"	"70.00"	"60.00"	"80.00"	"1"	"5"
"B00AVUFWCK"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00AVUFX3I"	"59.99"	"49.99"	"69.99"	"0"	"5"
