sku	price	minimum-seller-allowed-price	maximum-seller-allowed-price	quantity	leadtime-to-ship
"B008O1V33A"	"96.88"	"86.88"	"106.88"	"1"	"5"
"B008PPLU9M"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B008QDKIZK"	"59.99"	"49.99"	"69.99"	"1"	"5"
"B008RG9MKS"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B008RQMRTG"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B008RQZMNE"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B008RRVJSK"	"49.99"	"39.99"	"59.99"	"0"	"5"
"B008RY2MT8"	"59.99"	"49.99"	"69.99"	"0"	"5"
"B008SC3V4O"	"49.99"	"39.99"	"59.99"	"0"	"5"
"B008SCUVLA"	"49.99"	"39.99"	"59.99"	"0"	"5"
"B008UNBRL0"	"101.78"	"91.78"	"111.78"	"1"	"5"
"B008UNDUZG"	"85.10"	"75.10"	"95.10"	"1"	"5"
"B008V0U33U"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B008VFYERQ"	"69.99"	"59.99"	"79.99"	"1"	"5"
"B008VGT5P6"	"59.99"	"49.99"	"69.99"	"1"	"5"
"B008VS9U6I"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B008VWORQC"	"59.99"	"49.99"	"69.99"	"1"	"5"
"B008W35O6C"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B008X5TRDU"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B008X7CW4O"	"104.22"	"94.22"	"114.22"	"1"	"5"
"B008XCNJB4"	"49.99"	"39.99"	"59.99"	"0"	"5"
"B008XKXAFG"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B008XWYAY4"	"59.99"	"49.99"	"69.99"	"0"	"5"
"B008Y9V55I"	"59.99"	"49.99"	"69.99"	"1"	"5"
"B008Y9V6P2"	"59.99"	"49.99"	"69.99"	"1"	"5"
"B008YJCTGM"	"74.58"	"64.58"	"84.58"	"0"	"5"
"B008ZHMB9S"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B009039M16"	"59.99"	"49.99"	"69.99"	"1"	"5"
"B0090BCWQU"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B0091DH6WM"	"72.88"	"62.88"	"82.88"	"1"	"5"
"B0091X5OGC"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00922Z7IC"	"59.99"	"49.99"	"69.99"	"1"	"5"
"B0092ECES6"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B00938QSV0"	"59.99"	"49.99"	"69.99"	"1"	"5"
"B00938V0WM"	"69.99"	"59.99"	"79.99"	"1"	"5"
"B0093QBWDQ"	"59.99"	"49.99"	"69.99"	"1"	"5"
"B00943D1JQ"	"69.99"	"59.99"	"79.99"	"1"	"5"
"B0095IMNI0"	"185.56"	"175.56"	"195.56"	"0"	"5"
"B0096E2NFQ"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B0097B2S5S"	"49.99"	"39.99"	"59.99"	"1"	"5"
"B0097OZZC8"	"143.32"	"133.32"	"153.32"	"1"	"5"
"B0097P3FE2"	"49.99"	"39.99"	"59.99"	"0"	"5"
"B0098QPV3I"	"49.99"	"39.99"	"59.99"	"1"	"5"
